STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,PROP_DAMAGE_USD,ALL_INJ,ALL_DEATH,EVENT_TYPE_F,TOTAL_HARM
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,32.88,-79.98,Moderate instability and favorable shear profiles supported widespread wind damage as an upper level disturbance and associated severe QLCS moved across southeast South Carolina.,Several trees were reported down in the Park Circle area.,0,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,10.00K,34.1789,-79.407,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",Numerous trees were reported down across the city of Marion. The time was estimated based on radar data.,10000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.1975,-79.2879,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reported down in roadway.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.4798,-79.3615,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reportedly down at Roger's Convenience Store on Oakland Road. The time was estimated based on radar data.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.2336,-79.9107,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reported down at the intersection of Hill Creek Road and Sprout Road. The time was estimated by radar data.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,5.00K,34.3001,-79.8717,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",Five trees were reported down in the city of Darlington. The time was estimated based on radar data.,5000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.6014,-79.5196,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reportedly down at the intersection of Highway 83 and Laurin Willis Road. The time was estimated based on radar data.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.5806,-79.5455,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reportedly down on Drew Street. The time was estimated based on radar data.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.65,-82.48,"A line of strong to severe thunderstorms pushes into Upstate South Carolina from north Georgia during the evening. The line of storms gradually weakened as it moved east, but not before producing localized wind damage across western portions of the area.",Public (via Social Media) and Highway Patrol reported multiple trees blown down near the Saluda River from Pelzer to near Powdersville.,0,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.55,-82.88,"A line of strong to severe thunderstorms pushes into Upstate South Carolina from north Georgia during the evening. The line of storms gradually weakened as it moved east, but not before producing localized wind damage across western portions of the area.","Public and Highway Patrol reported multiple trees, large limbs, and power lines blown down across western Anderson County from the Townville area to Starr and Iva. An automated gauge measured a 56 mph gust at the Anderson Regional Airport at 7:08 PM.",0,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.6059,-79.7169,"The environment was characterized as highly unstable. Widespread thunderstorms erupted during the extreme heat of the afternoon and persisted into the evening. Initially severe thunderstorms developed on the Piedmont trough and seabreeze boundary. Later, other severe thunderstorms developed along colliding outflow boundaries.",A tree was reported down on U.S. 15.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,12.00K,34.11,-81.16,Thunderstorms trained across portions of northern Lexington and northwest Richland counties causing rainfalls of 2 to 3 inches in an hour which resulted in flash flooding in the Irmo area. Several streams overflowed and flooded apartments complexes and closed a couple of roads.,Sheriff and Highway Patrol reported heavy rain and flash flooding in southeast Irmo around the Paces Brook Apartment Complexes.  Several roads were also closed due to the high water including Boulters Lock Road and North Woodrow Road.,12000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Flash Flood,0,0,0,0,10.00K,34.0643,-81.1518,Thunderstorms trained across portions of northern Lexington and northwest Richland counties causing rainfalls of 2 to 3 inches in an hour which resulted in flash flooding in the Irmo area. Several streams overflowed and flooded apartments complexes and closed a couple of roads.,Several social media posts reported flash flooding in northwest Richland County from near the Harbison Mall to around the Linrick Golf Club area.,10000,0,0,Flash Flood,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,5.00K,34.492,-79.8715,"The combination of Bermuda high pressure and an upper ridge created hot temperatures and a very unstable environment. Convection initiated along the Piedmont trough and the seabreeze with additional thunderstorms developing along outflow boundaries. A mid-level shortwave ahead of Tropical Storm Bill moved into the western Carolinas, enhancing the lift across northeast South Carolina and resulting in severe weather.",Several trees were reported down along U.S. 52.,5000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,35.02,-82.5,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",FD reported four trees blown down in the Slater-Marietta area.,0,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,35.01,-80.96,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported mutliple large trees blown down on the west side of Fort Mill. Public also reported minor roof damage to a business and numerous large limbs down.,2000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,2.00K,34.96,-81.03,"Isolated to scattered thunderstorms developed across Upstate South Carolina and the eastern Piedmont during the late afternoon and evening. Some of the storms produced severe weather in the form of damaging wind and large hail, especially over eastern York County, which was affected by three different severe storms within about an hour.",Public reported a few trees blown down on the north side of Rock Hill.,2000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Flood,0,0,0,0,0.00K,34.4,-79.9,A slow moving cold front produced heavy rain.,Flooding was reported at the intersection of Peachland Drive and Hwy 52.,0,0,0,Flood,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,33.9317,-79.2205,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,A tree was reported down on Jordanville Road.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,5.00K,34.52,-82.66,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,"NWS employee, the public, and a spotter reported multiple trees and some power lines blown down across the north side of Anderson. Affected areas included Ave of the Oaks, Concord Rd, and Altamont Ct. One tree fell on a porch.",5000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,7.00K,34.0196,-79.2017,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,Several trees were reported snapped. Power lines and power poles were also reported down. The damage was along Bud Graham Road.,7000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,33.9731,-79.7504,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,A tree was reported in roadway near the intersection of Lynch Road and U.S. 52.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.0636,-79.5499,A weakening surface trough and the seabreeze boundary helped to develop strong to severe thunderstorms in an unstable environment.,A tree was reported down on North Old River Road.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.3,-82.62,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,County comms reported multiple trees blown down along East Broad St.,0,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,0.00K,34.9,-82.13,Scattered thunderstorms developed during the late afternoon and evening across Upstate South Carolina. Some of the storms produced brief severe weather in the form of large hail and damaging winds.,County comms reported trees and power lines blown down on Pauls Dr in Duncan and trees down on Alma St in Lyman.,0,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Hail,0,0,0,0,0.25K,34.2003,-79.7989,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,Hail to the size of nickels was reported at the Food Lion on Cashua Drive.,250,0,0,Hail,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.4017,-79.874,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reportedly in the roadway at the intersection of Jeffords Mill Road and Mont Clare Road.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.3275,-79.8845,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reportedly down on Mineral Springs Road.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.4022,-79.8955,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reportedly down at the intersection of U.S. 52 and Dovesville Highway.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.3922,-80.0288,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reported down on U.S. 15 and Black Creek Bridge.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Thunderstorm Wind,0,0,0,0,1.00K,34.3188,-79.8768,Widespread thunderstorms developed ahead of a trough. Merging boundaries did allow a few thunderstorms to intensify to severe levels.,A tree was reported down at the intersection of Lawson Road and Spring Street.,1000,0,0,Thunderstorm Wind,0
SOUTH CAROLINA,45,2015,Lightning,0,0,0,0,10.00K,32.16,-80.78,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported a structure fire due to lightning in the 9 block area of Ashton Cove on Hilton Head Island.,10000,0,0,Lightning,0
SOUTH CAROLINA,45,2015,Lightning,0,0,0,0,10.00K,32.25,-80.89,A broken line of strong thunderstorms developed within an inland trough of low pressure and moved southward across southeast South Carolina. These storms produced large hail and damaging wind gusts.,An emergency manager reported a structure fire caused by lightning in the 20 block area of Ironwood Circle.,10000,0,0,Lightning,0
